agent_id,survey_id,cell,mg,tenure,income,income_bracket,household_size,generations,has_vehicle,has_children,has_elderly,housing_cost_burden,mg_criteria_met,longitude,latitude,grid_x,grid_y,flood_zone,flood_depth,zipcode,rcv_building,rcv_contents,tp_score,cp_score,sc_score,pa_score,sp_score,flood_experience,flood_frequency,sfha_awareness,elevated,has_insurance,relocated,cumulative_damage,cumulative_oop,memory_flood_exp,memory_insurance,memory_social,memory_gov_trust,memory_place,memory_zone
H0306,672b8f927bf9bd4cb1ebe604,NMG-Renter,False,Renter,100000.0,"More than $74,999",3,3,True,True,True,True,True,-74.252806,40.883615,368,321,HIGH,4.647,8312,0.0,60586.64,4.36,4.12,4.0,4.11,4.33,True,2,True,False,True,False,0.0,0.0,"I experienced flooding at my home Less than 1 year ago. I managed to recover, though it was disru...",I have NFIP flood insurance for my property.,I have strong connections with my neighbors. We look out for each other and share information abo...,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,This community is my home. My family has been here for 3 generations. I cannot imagine living any...,My property is in a high-risk flood zone. I know this area floods regularly.
H0307,5daa3d1726488800157a6ffc,NMG-Renter,False,Renter,67500.0,"$60,000 to $74,999",3,1,True,False,True,True,True,-74.28974,40.96887,235,14,MEDIUM,0.041,8817,0.0,53388.32,2.09,2.62,3.67,2.11,4.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,I am a renter here but don't feel strongly tied to this specific location.,My area has moderate flood risk. Some nearby areas flood but my specific location has been mostly...
H0308,5d5e2682b7d7040015afad0d,NMG-Renter,False,Renter,100000.0,"More than $74,999",2,1,True,False,False,True,True,-74.271412,40.970259,301,9,LOW,0.0,7424,0.0,57042.14,3.64,4.12,3.33,3.44,4.0,False,0,True,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though Iam aware my area is in a f...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a low-risk area for flooding.
H0309,66ec9f21fa2a658e9b72d4ef,NMG-Renter,False,Renter,52500.0,"$50,000 to $54,999",5,2,True,True,False,False,True,-74.311401,40.93388,157,140,HIGH,1.083,7007,0.0,43735.49,4.27,4.25,4.17,3.89,5.0,False,0,False,False,True,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I have NFIP flood insurance for my property.,I have strong connections with my neighbors. We look out for each other and share information abo...,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,I have been living here for 2 generations. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0310,63e51e55974365f1e43df265,NMG-Renter,False,Renter,100000.0,"More than $74,999",3,1,True,False,False,False,False,-74.337782,40.909442,62,228,HIGH,1.597,7306,0.0,58989.04,3.55,3.75,3.5,3.56,4.0,False,0,False,False,True,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I have NFIP flood insurance for my property.,I know some of my neighbors and we occasionally talk about local issues.,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0311,5ec5a42a646f515ef0e3f68b,NMG-Renter,False,Renter,100000.0,"More than $74,999",2,1,True,False,False,True,True,-74.280854,40.891947,267,291,HIGH,1.813,7302,0.0,58911.59,3.0,3.5,2.0,3.22,4.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I mostly keep to myself and don't interact much with neighbors.,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0312,5d792fa981b89b00011d5b3c,NMG-Renter,False,Renter,100000.0,"More than $74,999",8,1,True,True,False,True,True,-74.230034,40.918606,450,195,LOW,0.0,7057,0.0,65493.88,2.09,2.5,3.33,2.67,2.0,False,0,True,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though Iam aware my area is in a f...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. The process seems bureaucratic and unreliable.,I am a renter here but don't feel strongly tied to this specific location.,My property is in a low-risk area for flooding.
H0313,67563017947dfe388187d85d,NMG-Renter,False,Renter,67500.0,"$60,000 to $74,999",2,1,True,False,False,True,True,-74.308346,40.941655,168,112,LOW,0.0,8884,0.0,51127.08,3.0,4.0,4.17,4.11,3.0,False,0,False,False,True,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I have NFIP flood insurance for my property.,I have strong connections with my neighbors. We look out for each other and share information abo...,I have mixed feelings about government flood assistance programs.,This community is my home. My family has been here for 1 generation. I cannot imagine living anyw...,My property is in a low-risk area for flooding.
H0314,67d11093c44f4d7f6439251d,NMG-Renter,False,Renter,47500.0,"$45,000 to $49,999",4,1,True,True,False,True,True,-74.308346,40.940544,168,116,LOW,0.0,7107,0.0,43067.55,4.91,4.88,5.0,4.56,5.0,False,0,True,False,True,False,0.0,0.0,"I have not personally experienced flooding at my current home, though Iam aware my area is in a f...",I have Both private and NFIP flood insurance for my property.,I have strong connections with my neighbors. We look out for each other and share information abo...,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,This community is my home. My family has been here for 1 generation. I cannot imagine living anyw...,My property is in a low-risk area for flooding.
H0315,655f972cbc7b681ef0fdc0bd,NMG-Renter,False,Renter,100000.0,"More than $74,999",1,1,False,False,False,False,True,-74.238365,40.942766,420,108,LOW,0.0,7307,0.0,66527.39,2.18,2.0,4.0,4.0,2.67,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I have strong connections with my neighbors. We look out for each other and share information abo...,I don't have much faith in government flood programs. The process seems bureaucratic and unreliable.,This community is my home. My family has been here for 1 generation. I cannot imagine living anyw...,My property is in a low-risk area for flooding.
H0316,66e260c1772d67a93b460a82,NMG-Renter,False,Renter,42500.0,"$40,000 to $44,999",2,1,True,False,True,True,True,-74.3139,40.86862,148,375,HIGH,1.401,8724,0.0,37105.02,3.55,3.38,4.0,2.33,2.67,False,0,False,False,True,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I have Private flood insurance flood insurance for my property.,I have strong connections with my neighbors. We look out for each other and share information abo...,I don't have much faith in government flood programs. The process seems bureaucratic and unreliable.,I am a renter here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0317,670e93fcf87fa75a70782b25,NMG-Renter,False,Renter,47500.0,"$45,000 to $49,999",3,2,True,False,True,True,True,-74.349724,40.893613,19,285,LOW,0.0,8089,0.0,42409.76,3.18,3.38,2.67,2.22,2.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I mostly keep to myself and don't interact much with neighbors.,I don't have much faith in government flood programs. The process seems bureaucratic and unreliable.,I am a renter here but don't feel strongly tied to this specific location.,My property is in a low-risk area for flooding.
H0318,676113aec3e011fc88b716e4,NMG-Renter,False,Renter,20000.0,"Less than $25,000",5,1,True,False,False,False,True,-74.312789,40.861399,152,401,HIGH,1.755,8901,0.0,26448.67,3.18,2.5,2.33,2.67,2.0,True,4,False,False,False,False,0.0,0.0,"I experienced flooding at my home 1 to 5 years ago. I managed to recover, though it was disruptiv...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I mostly keep to myself and don't interact much with neighbors.,I don't have much faith in government flood programs. The process seems bureaucratic and unreliable.,I am a renter here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0319,675a15a05939b57de3a768f1,NMG-Renter,False,Renter,100000.0,"More than $74,999",4,1,True,True,False,True,True,-74.29335,40.939989,222,118,HIGH,4.601,8872,0.0,61620.83,3.91,3.75,5.0,4.89,4.67,True,2,True,False,True,False,0.0,0.0,"I experienced flooding at my home 1 to 5 years ago. I managed to recover, though it was disruptiv...",I have NFIP flood insurance for my property.,I have strong connections with my neighbors. We look out for each other and share information abo...,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,This community is my home. My family has been here for 1 generation. I cannot imagine living anyw...,My property is in a high-risk flood zone. I know this area floods regularly.
H0320,67a937c9f7c43c829a5eedb4,NMG-Renter,False,Renter,100000.0,"More than $74,999",5,2,True,True,False,True,True,-74.339449,40.899167,56,265,LOW,0.0,8876,0.0,59349.28,3.45,4.12,4.0,4.44,4.0,False,0,False,False,True,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I have Both private and NFIP flood insurance for my property.,I have strong connections with my neighbors. We look out for each other and share information abo...,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,This community is my home. My family has been here for 2 generations. I cannot imagine living any...,My property is in a low-risk area for flooding.
H0321,64664bc615dd4139df276075,NMG-Renter,False,Renter,100000.0,"More than $74,999",2,1,True,False,True,False,False,-74.345003,40.908609,36,231,LOW,0.0,7302,0.0,60484.98,3.55,2.88,4.0,4.22,1.67,False,0,False,False,True,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I have Private flood insurance flood insurance for my property.,I have strong connections with my neighbors. We look out for each other and share information abo...,I don't have much faith in government flood programs. The process seems bureaucratic and unreliable.,This community is my home. My family has been here for 1 generation. I cannot imagine living anyw...,My property is in a low-risk area for flooding.
H0322,663faf257d50f1ec92e1568a,NMG-Renter,False,Renter,100000.0,"More than $74,999",4,1,True,True,False,True,True,-74.312234,40.874451,154,354,HIGH,0.889,7067,0.0,62975.79,2.64,2.62,3.67,2.56,3.0,False,0,False,False,True,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I have Private flood insurance flood insurance for my property.,I know some of my neighbors and we occasionally talk about local issues.,I have mixed feelings about government flood assistance programs.,I am a renter here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0323,669dd09b9f38ff047dce18b0,NMG-Renter,False,Renter,100000.0,"More than $74,999",1,1,True,False,False,False,False,-74.291962,40.877506,227,343,HIGH,0.933,7010,0.0,55908.9,3.55,4.38,3.83,3.67,4.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0324,66e51626d4a3157cfec3fafa,NMG-Renter,False,Renter,42500.0,"$40,000 to $44,999",1,1,True,False,False,False,False,-74.274466,40.878895,290,338,HIGH,1.413,7076,0.0,47461.94,2.73,3.12,2.5,1.78,1.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I mostly keep to myself and don't interact much with neighbors.,I don't have much faith in government flood programs. The process seems bureaucratic and unreliable.,I am a renter here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0325,6584aa4023ce9a5ec9b7dd37,NMG-Renter,False,Renter,100000.0,"More than $74,999",2,1,True,False,False,False,False,-74.234477,40.873341,434,358,LOW,0.0,7052,0.0,54969.91,3.55,3.25,5.0,3.67,4.0,False,0,True,False,True,False,0.0,0.0,"I have not personally experienced flooding at my current home, though Iam aware my area is in a f...",I have Private flood insurance flood insurance for my property.,I have strong connections with my neighbors. We look out for each other and share information abo...,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a low-risk area for flooding.
H0326,5611f6dd7ffc8a00058117e7,NMG-Renter,False,Renter,42500.0,"$40,000 to $44,999",7,1,True,False,True,False,True,-74.263081,40.888059,331,305,HIGH,1.73,7003,0.0,30929.06,2.09,2.25,3.67,3.0,2.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. The process seems bureaucratic and unreliable.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0327,633266bf68544440fd064f94,NMG-Renter,False,Renter,67500.0,"$60,000 to $74,999",4,1,True,False,False,True,True,-74.285019,40.962483,252,37,HIGH,1.544,7103,0.0,52790.55,3.45,3.5,2.33,2.22,2.67,True,2,True,False,True,False,0.0,0.0,"I experienced flooding at my home 1 to 5 years ago. I managed to recover, though it was disruptiv...",I have NFIP flood insurance for my property.,I mostly keep to myself and don't interact much with neighbors.,I don't have much faith in government flood programs. The process seems bureaucratic and unreliable.,I am a renter here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I know this area floods regularly.
H0328,663fbfc8c8c814ee81e8037c,NMG-Renter,False,Renter,100000.0,"More than $74,999",3,1,True,True,False,True,True,-74.309735,40.888892,163,302,HIGH,2.463,8832,0.0,63958.31,3.09,2.25,4.0,2.44,3.33,True,4,False,False,True,False,0.0,0.0,"I experienced flooding at my home 6 to 10 years ago. I managed to recover, though it was disrupti...",I have Private flood insurance flood insurance for my property.,I have strong connections with my neighbors. We look out for each other and share information abo...,I have mixed feelings about government flood assistance programs.,I am a renter here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0329,66d9e58669e2289d004271d2,NMG-Renter,False,Renter,67500.0,"$60,000 to $74,999",1,1,True,False,False,True,True,-74.328896,40.861399,94,401,HIGH,0.951,8550,0.0,50120.6,3.64,3.88,3.83,2.89,2.0,False,0,True,False,True,False,0.0,0.0,"I have not personally experienced flooding at my current home, though Iam aware my area is in a f...",I have Private flood insurance flood insurance for my property.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. The process seems bureaucratic and unreliable.,I am a renter here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I know this area floods regularly.
H0330,67be05692b18b631ece5fd2e,NMG-Renter,False,Renter,52500.0,"$50,000 to $54,999",4,1,True,True,False,True,True,-74.293906,40.932213,220,146,MEDIUM,0.353,7206,0.0,44141.73,3.91,4.25,3.83,4.56,4.67,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,This community is my home. My family has been here for 1 generation. I cannot imagine living anyw...,My area has moderate flood risk. Some nearby areas flood but my specific location has been mostly...
H0331,5f6e04d24dfd8f2c88366a29,NMG-Renter,False,Renter,100000.0,"More than $74,999",2,1,True,False,False,True,True,-74.32001,40.869175,126,373,HIGH,1.672,7416,0.0,59938.77,1.36,2.5,3.0,1.44,1.67,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. The process seems bureaucratic and unreliable.,I am a renter here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0332,5acbead40527ba0001c2680a,NMG-Renter,False,Renter,52500.0,"$50,000 to $54,999",2,1,True,False,False,True,True,-74.322787,40.938323,116,124,MEDIUM,0.343,8877,0.0,36513.73,3.09,2.38,3.33,3.44,1.67,False,0,True,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though Iam aware my area is in a f...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. The process seems bureaucratic and unreliable.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My area has moderate flood risk. Some nearby areas flood but my specific location has been mostly...
H0333,6736310369af07345db56f79,NMG-Renter,False,Renter,67500.0,"$60,000 to $74,999",4,1,True,True,False,False,False,-74.298904,40.901666,202,256,HIGH,4.022,7069,0.0,47379.02,3.55,3.62,3.83,3.11,3.67,True,2,True,False,False,False,0.0,0.0,"I experienced flooding at my home 1 to 5 years ago. I managed to recover, though it was disruptiv...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I have mixed feelings about government flood assistance programs.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I know this area floods regularly.
H0334,66f59bc8a771db6db1bc18b6,NMG-Renter,False,Renter,47500.0,"$45,000 to $49,999",2,1,True,True,False,False,False,-74.328618,40.859733,95,407,MEDIUM,0.346,7036,0.0,35614.19,1.82,2.5,3.17,3.33,3.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I have mixed feelings about government flood assistance programs.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My area has moderate flood risk. Some nearby areas flood but my specific location has been mostly...
H0335,66ae0709d8dd8981a2d6ee04,NMG-Renter,False,Renter,42500.0,"$40,000 to $44,999",3,1,True,False,False,False,False,-74.249473,40.90361,380,249,HIGH,1.742,7840,0.0,41875.6,1.91,2.5,3.67,3.0,3.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I have mixed feelings about government flood assistance programs.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0336,671586e33786b5a3cc0999fe,NMG-Renter,False,Renter,100000.0,"More than $74,999",3,1,True,True,False,True,True,-74.272523,40.883615,297,321,HIGH,0.68,7981,0.0,59264.71,2.73,3.0,3.83,3.56,3.33,False,0,False,False,True,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I have Private flood insurance flood insurance for my property.,I know some of my neighbors and we occasionally talk about local issues.,I have mixed feelings about government flood assistance programs.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0337,6792acd59d0a71889910a4de,NMG-Renter,False,Renter,100000.0,"More than $74,999",4,1,True,True,False,False,False,-74.34778,40.861677,26,400,LOW,0.0,8533,0.0,55872.51,2.73,3.0,3.0,3.0,3.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I have mixed feelings about government flood assistance programs.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a low-risk area for flooding.
H0338,58cc6e1293dac30001d4abc6,NMG-Renter,False,Renter,67500.0,"$60,000 to $74,999",5,1,True,True,True,True,True,-74.279187,40.926382,273,167,HIGH,2.246,7108,0.0,45393.07,3.09,2.5,2.67,2.78,3.0,True,2,True,False,False,False,0.0,0.0,"I experienced flooding at my home 1 to 5 years ago. I managed to recover, though it was disruptiv...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I mostly keep to myself and don't interact much with neighbors.,I have mixed feelings about government flood assistance programs.,I am a renter here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I know this area floods regularly.
H0339,6400ed09421b2727c2f7c553,NMG-Renter,False,Renter,47500.0,"$45,000 to $49,999",1,1,True,False,False,True,True,-74.256971,40.88667,353,310,HIGH,1.52,7011,0.0,41064.66,2.73,3.5,4.0,3.67,4.33,False,0,False,False,True,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I have NFIP flood insurance for my property.,I have strong connections with my neighbors. We look out for each other and share information abo...,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0340,66952f0da97854326181d59e,NMG-Renter,False,Renter,100000.0,"More than $74,999",2,1,True,False,False,False,False,-74.353611,40.971647,5,4,LOW,0.0,7885,0.0,57181.38,1.45,1.88,3.67,3.33,3.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I have mixed feelings about government flood assistance programs.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a low-risk area for flooding.
H0341,63d69e4d6648b39324fdf0ad,NMG-Renter,False,Renter,100000.0,"More than $74,999",1,1,True,False,False,True,True,-74.252528,40.943599,369,105,LOW,0.0,7304,0.0,55888.9,2.36,3.62,3.83,3.67,3.33,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I have mixed feelings about government flood assistance programs.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a low-risk area for flooding.
H0342,678c699972f295b618d6a7da,NMG-Renter,False,Renter,100000.0,"More than $74,999",2,1,True,False,False,False,False,-74.244752,40.900833,397,259,MEDIUM,0.002,7110,0.0,61218.44,3.09,3.25,3.17,4.11,3.33,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I have mixed feelings about government flood assistance programs.,This community is my home. My family has been here for 1 generation. I cannot imagine living anyw...,My area has moderate flood risk. Some nearby areas flood but my specific location has been mostly...
H0343,666c44e0af1439ede48b2d93,NMG-Renter,False,Renter,67500.0,"$60,000 to $74,999",2,1,True,True,False,True,True,-74.295294,40.965815,215,25,LOW,0.0,7522,0.0,48224.83,3.09,3.5,3.0,2.67,3.33,False,0,True,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though Iam aware my area is in a f...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I have mixed feelings about government flood assistance programs.,I am a renter here but don't feel strongly tied to this specific location.,My property is in a low-risk area for flooding.
H0344,660d542821839863303cebe3,NMG-Renter,False,Renter,100000.0,"More than $74,999",4,4,True,True,True,True,True,-74.292517,40.96165,225,40,MEDIUM,0.28,8029,0.0,57465.28,2.09,2.0,3.0,1.78,1.67,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. The process seems bureaucratic and unreliable.,I am a renter here but don't feel strongly tied to this specific location.,My area has moderate flood risk. Some nearby areas flood but my specific location has been mostly...
H0345,63b6dc1c233ab23db8644757,NMG-Renter,False,Renter,100000.0,"More than $74,999",2,1,True,False,False,True,True,-74.284741,40.95554,253,62,HIGH,1.587,8096,0.0,57644.81,2.45,3.38,3.5,2.67,3.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I have mixed feelings about government flood assistance programs.,I am a renter here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0346,666e005f2a38cab02bbf0bdf,NMG-Renter,False,Renter,100000.0,"More than $74,999",5,1,True,True,True,True,True,-74.340282,40.889447,53,300,HIGH,1.949,7001,0.0,61160.25,2.55,3.12,4.0,3.22,3.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I have strong connections with my neighbors. We look out for each other and share information abo...,I have mixed feelings about government flood assistance programs.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0347,6526ba5706ea8e4e5cafde48,NMG-Renter,False,Renter,100000.0,"More than $74,999",3,1,True,True,True,True,True,-74.23531,40.903332,431,250,LOW,0.0,7010,0.0,52759.58,3.45,3.12,3.17,3.67,3.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I have mixed feelings about government flood assistance programs.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a low-risk area for flooding.
H0348,6785ca7bd996dd759b99217c,NMG-Renter,False,Renter,100000.0,"More than $74,999",5,1,True,True,False,False,False,-74.318899,40.922216,130,182,LOW,0.0,7960,0.0,52962.68,2.91,3.38,4.0,3.22,4.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I have strong connections with my neighbors. We look out for each other and share information abo...,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a low-risk area for flooding.
H0349,6391e7dac077ff16de26d753,NMG-Renter,False,Renter,67500.0,"$60,000 to $74,999",5,1,True,True,False,True,True,-74.277243,40.928881,280,158,HIGH,1.756,7112,0.0,43407.78,2.73,3.38,2.67,1.67,1.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I mostly keep to myself and don't interact much with neighbors.,I don't have much faith in government flood programs. The process seems bureaucratic and unreliable.,I am a renter here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0350,5e5c88c3be924d475ff0fc34,NMG-Renter,False,Renter,100000.0,"More than $74,999",3,1,True,True,False,True,True,-74.353889,40.957484,4,55,LOW,0.0,7421,0.0,58932.76,1.82,3.0,3.0,1.89,2.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. The process seems bureaucratic and unreliable.,I am a renter here but don't feel strongly tied to this specific location.,My property is in a low-risk area for flooding.
H0351,6100888d1f3d26eea79d77f5,NMG-Renter,False,Renter,100000.0,"More than $74,999",3,1,True,False,False,True,True,-74.259471,40.932769,344,144,HIGH,1.678,7310,0.0,61554.54,3.27,3.12,2.67,3.33,2.33,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. I have been considering whether it is worth the cost.,I mostly keep to myself and don't interact much with neighbors.,I don't have much faith in government flood programs. The process seems bureaucratic and unreliable.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
